participant_id,age,gender,employment_status,city_tier,monthly_income,FL1,FL2,FL3,FL4,FL5,IB1,IB2,IB3,IB4,IB5,SS1,SS2,SS3,SS4,SD1,SD2,SD3,SD4,SD5,BH1,BH2,BH3,BH4,essential_expenses,discretionary_expenses,monthly_savings,debt_payment,total_expenses,savings_rate,expense_to_income_ratio,financial_literacy_score,impulse_buying_score,stress_spending_score,saving_discipline_score,budgeting_habit_score
FB0242,20,Female,Freelancer,Tier 2,120000.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,50446.0,22099.0,7273.0,9597.0,82142.0,0.061,0.685,2.8,3.25,2.0,1.6,3.75
FB0243,29,Female,Unemployed,Tier 2,120000.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,4.0,29555.0,21296.0,12396.0,5401.0,56252.0,0.103,0.469,3.4,3.4,3.75,2.2,3.0
FB0244,25,Male,Full-time Employee,Tier 1,120000.0,4.0,3.0,4.0,4.0,4.0,,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,58030.0,12126.0,33825.0,5186.0,75342.0,0.282,0.628,3.8,2.5,3.0,3.0,4.0
FB0245,25,Female,Student,Tier 2,120000.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,,2.0,3.0,2.0,2.0,1.0,1.0,36587.0,19295.0,31731.0,4121.0,60003.0,0.264,0.5,2.8,2.2,3.5,3.0,1.5
FB0246,22,Female,Intern,Tier 1,91980.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,42066.0,1920.0,25670.0,2463.0,46449.0,0.279,0.505,3.4,2.2,1.75,4.2,4.0
FB0247,22,Male,Freelancer,Tier 2,120000.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,35497.0,10704.0,28914.0,4053.0,50254.0,0.241,0.419,3.0,2.0,3.5,2.6,1.5
FB0248,29,Female,Freelancer,Tier 1,120000.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,39870.0,31618.0,10226.0,17937.0,89425.0,0.085,0.745,2.4,4.6,4.5,1.8,3.0
FB0249,18,Male,Full-time Employee,Tier 1,120000.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,48220.0,24518.0,33953.0,6623.0,79361.0,0.283,0.661,4.8,3.2,2.75,3.0,3.75
FB0250,34,Male,Full-time Employee,Tier 2,120000.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,56319.0,11820.0,19192.0,4890.0,73029.0,0.16,0.609,3.2,3.0,1.5,2.0,1.5
FB0251,21,Male,Student,Tier 3,120000.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,38995.0,23611.0,21471.0,9689.0,72295.0,0.179,0.602,2.2,2.6,4.0,2.8,3.0
FB0252,20,Other,Intern,Tier 1,120000.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,49506.0,16018.0,28169.0,1209.0,66733.0,0.235,0.556,3.0,3.2,2.25,3.8,4.25
FB0253,27,Female,Student,Tier 3,120000.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,32343.0,20168.0,10815.0,0.0,52511.0,0.09,0.438,2.6,3.8,2.75,1.8,3.0
FB0254,28,Male,Intern,Tier 1,120000.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,45686.0,19929.0,31866.0,961.0,66576.0,0.266,0.555,2.6,2.2,4.0,4.2,3.5
FB0255,30,Male,Student,Tier 3,82958.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,22217.0,9800.0,15648.0,4518.0,36535.0,0.189,0.44,2.4,1.8,4.5,3.0,2.0
FB0256,21,Male,Full-time Employee,Tier 1,120000.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,63422.0,6012.0,10804.0,1937.0,71371.0,0.09,0.595,3.8,1.4,2.75,2.0,3.0
FB0257,23,Male,Freelancer,Tier 3,120000.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,42354.0,27146.0,22393.0,11440.0,80940.0,0.187,0.674,3.0,5.0,2.75,3.6,2.5
FB0258,29,Male,Intern,Tier 3,120000.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,32856.0,5689.0,7134.0,5489.0,44034.0,0.059,0.367,2.6,2.4,2.25,2.2,3.25
FB0259,22,Male,Full-time Employee,Tier 3,120000.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,43651.0,15264.0,27448.0,6775.0,65690.0,0.229,0.547,4.2,3.4,2.75,3.6,2.0
FB0260,29,Male,Student,Tier 2,98128.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,40819.0,8215.0,9464.0,0.0,49034.0,0.096,0.5,3.0,2.4,2.5,2.0,3.25
FB0261,25,Female,Full-time Employee,Tier 1,120000.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,71053.0,23427.0,21073.0,7044.0,101524.0,0.176,0.846,3.2,2.8,3.25,3.4,4.0
FB0262,35,Male,Freelancer,Tier 2,120000.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,42435.0,26896.0,16858.0,7187.0,76518.0,0.14,0.638,3.6,4.2,3.5,2.4,4.0
FB0263,19,Female,Student,Tier 3,111274.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,43559.0,5194.0,8165.0,1303.0,50056.0,0.073,0.45,1.6,2.0,1.75,2.8,2.75
FB0264,31,Female,Student,Tier 1,64005.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,25938.0,8289.0,3242.0,3961.0,38188.0,0.051,0.597,4.0,3.2,1.6666666666666667,1.8,2.75
FB0265,22,Male,Full-time Employee,Tier 1,120000.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,62038.0,11593.0,31484.0,733.0,74364.0,0.262,0.62,3.4,2.2,3.25,3.0,3.25
FB0266,18,Female,Full-time Employee,Tier 1,120000.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,74895.0,6779.0,36689.0,0.0,81674.0,0.306,0.681,3.6,3.0,1.5,3.6,3.75
FB0267,21,Male,Full-time Employee,Tier 2,120000.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0,3.0,2.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,45696.0,11861.0,34194.0,2810.0,60367.0,0.285,0.503,4.0,3.0,1.75,4.0,3.75
FB0268,24,Female,Full-time Employee,Tier 1,120000.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,50546.0,29616.0,40777.0,8436.0,88598.0,0.34,0.738,4.6,3.4,4.25,3.6,4.25
FB0269,23,Male,Intern,Tier 1,120000.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,50146.0,8619.0,39304.0,0.0,58765.0,0.328,0.49,3.8,3.2,1.25,4.2,4.0
FB0270,23,Female,Unemployed,Tier 1,113284.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,65616.0,5371.0,21338.0,0.0,70987.0,0.188,0.627,2.6,1.8,2.5,3.6,2.5
FB0271,28,Male,Full-time Employee,Tier 2,120000.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,39758.0,22563.0,8052.0,6126.0,68447.0,0.067,0.57,2.0,2.6,4.25,1.2,2.5
FB0272,26,Female,Unemployed,Tier 1,120000.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,52108.0,17755.0,40494.0,7036.0,76899.0,0.337,0.641,3.4,3.6,2.25,4.0,4.666666666666667
FB0273,23,Female,Student,Tier 2,120000.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,47446.0,18368.0,26526.0,7953.0,73767.0,0.221,0.615,2.4,2.6,4.0,2.2,3.0
FB0274,25,Male,Student,Tier 2,120000.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,43509.0,36358.0,20995.0,10110.0,89977.0,0.175,0.75,3.2,3.2,3.75,3.5,3.25
FB0275,19,Male,Student,Tier 3,120000.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,47532.0,20507.0,27139.0,10117.0,78156.0,0.226,0.651,3.8,3.6,3.75,2.6,3.5
FB0276,24,Female,Student,Tier 1,120000.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,64233.0,14144.0,26560.0,1855.0,80232.0,0.221,0.669,3.6,2.8,2.25,2.0,3.25
FB0277,20,Female,Full-time Employee,Tier 1,120000.0,5.0,4.0,4.0,5.0,4.0,2.0,,2.0,2.0,2.0,3.0,2.0,3.0,,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,41840.0,12938.0,39703.0,0.0,54778.0,0.331,0.456,4.4,2.0,2.6666666666666665,4.2,4.25
FB0278,32,Female,Full-time Employee,Tier 1,120000.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,57832.0,7536.0,47321.0,0.0,65368.0,0.394,0.545,3.4,2.4,2.25,4.8,3.75
FB0279,18,Female,Student,Tier 3,100738.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,36406.0,10349.0,32817.0,2658.0,49413.0,0.326,0.491,3.6,2.4,2.75,3.6,4.25
FB0280,32,Male,Student,Tier 1,120000.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,34612.0,39773.0,5419.0,19560.0,93945.0,0.045,0.783,1.6,5.0,3.25,2.0,1.25
FB0281,22,Female,Unemployed,Tier 2,120000.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,48658.0,30554.0,12014.0,11166.0,90378.0,0.1,0.753,3.0,3.6,4.0,2.4,3.5
FB0282,20,Male,Unemployed,Tier 2,111510.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,50849.0,13873.0,30354.0,2178.0,66900.0,0.272,0.6,3.6,2.0,3.25,4.0,3.0
FB0283,25,Female,Full-time Employee,Tier 3,120000.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,24534.0,18777.0,25870.0,2710.0,46021.0,0.216,0.384,3.4,2.8,3.0,3.0,3.0
FB0284,23,Female,Student,Tier 2,120000.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,43438.0,13633.0,20330.0,8273.0,65344.0,0.169,0.545,2.6,2.75,4.25,3.0,2.25
FB0285,33,Male,Unemployed,Tier 1,118444.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,57444.0,37088.0,11457.0,15292.0,109824.0,0.097,0.927,3.6,4.6,4.25,2.2,2.25
FB0286,19,Male,Full-time Employee,Tier 1,120000.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,82297.0,30048.0,28572.0,8737.0,121082.0,0.238,1.009,2.0,4.2,2.0,4.6,3.5
FB0287,22,Male,Freelancer,Tier 2,120000.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,55469.0,26477.0,13216.0,581.0,82527.0,0.11,0.688,2.4,3.2,3.25,2.4,2.75
FB0288,21,Male,Unemployed,Tier 1,120000.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,52421.0,25173.0,25684.0,11861.0,89455.0,0.214,0.745,4.0,3.2,3.5,3.4,3.25
FB0289,26,Female,Freelancer,Tier 2,120000.0,,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,54514.0,30571.0,6189.0,23818.0,108903.0,0.052,0.908,3.25,5.0,4.25,3.2,4.0
FB0290,18,Female,Full-time Employee,Tier 1,120000.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,59756.0,17321.0,15869.0,0.0,77077.0,0.132,0.642,3.4,2.6,2.25,2.8,2.75
FB0291,19,Male,Intern,Tier 2,98240.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,28094.0,14413.0,19851.0,1177.0,43684.0,0.202,0.445,3.0,3.0,3.25,3.2,3.0
FB0292,24,Male,Student,Tier 1,120000.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,60197.0,33002.0,17908.0,11528.0,104727.0,0.149,0.873,1.0,3.2,4.75,3.2,2.5
FB0293,30,Female,Student,Tier 1,120000.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,57813.0,10929.0,42115.0,0.0,68742.0,0.351,0.573,4.4,1.8,4.0,5.0,4.75
FB0294,29,Female,Full-time Employee,Tier 2,120000.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,44563.0,11285.0,35924.0,4417.0,60265.0,0.299,0.502,3.2,2.2,2.75,3.6,4.25
FB0295,22,Female,Freelancer,Tier 1,120000.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,29362.0,13692.0,34714.0,5895.0,48949.0,0.289,0.408,3.2,3.4,2.0,4.0,4.25
FB0296,32,Female,Student,Tier 1,120000.0,4.0,4.0,5.0,,4.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,42741.0,26266.0,18929.0,10360.0,79367.0,0.158,0.661,4.25,2.8,4.0,2.6,2.25
FB0297,21,Female,Full-time Employee,Tier 1,120000.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,70955.0,18464.0,14177.0,4571.0,93990.0,0.118,0.783,2.8,3.4,2.5,3.2,3.0
FB0298,26,Female,Full-time Employee,Tier 2,120000.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,31753.0,18448.0,37672.0,6600.0,56801.0,0.314,0.473,3.2,2.8,2.5,3.2,4.0
FB0299,28,Female,Student,Tier 2,117060.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,42003.0,8196.0,28998.0,0.0,50199.0,0.248,0.429,3.0,1.2,2.75,3.0,3.5
FB0300,18,Female,Intern,Tier 2,120000.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,47676.0,10344.0,29921.0,4389.0,62409.0,0.249,0.52,4.4,3.4,2.5,2.75,3.75
FB0301,26,Male,Intern,Tier 2,120000.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,54082.0,11679.0,39272.0,2668.0,68429.0,0.327,0.57,4.8,2.6,2.25,4.2,3.5
FB0302,28,Male,Student,Tier 1,120000.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,61633.0,937.0,23014.0,0.0,62570.0,0.192,0.521,4.2,1.8,1.75,2.6,2.75
FB0303,31,Male,Freelancer,Tier 1,120000.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,52163.0,11935.0,26917.0,3052.0,67150.0,0.224,0.56,2.2,2.8,2.75,3.4,2.0
FB0304,28,Male,Student,Tier 1,120000.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,43429.0,27287.0,1730.0,13404.0,84120.0,0.014,0.701,2.8,4.0,3.75,2.2,3.75
FB0305,18,Female,Full-time Employee,Tier 2,120000.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,31717.0,11201.0,37957.0,2081.0,44999.0,0.316,0.375,4.0,2.8,2.75,4.2,4.25
FB0306,30,Male,Freelancer,Tier 2,120000.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,38489.0,11138.0,18526.0,698.0,50325.0,0.154,0.419,3.0,3.6,1.25,2.8,3.25
FB0307,27,Female,Student,Tier 3,111985.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,23371.0,6093.0,25602.0,1368.0,30832.0,0.229,0.275,3.6,3.0,1.25,3.8,2.25
FB0308,28,Male,Student,Tier 3,103009.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,22241.0,24153.0,14102.0,0.0,46394.0,0.137,0.45,3.0,3.4,2.0,1.4,3.25
FB0309,27,Female,Full-time Employee,Tier 1,120000.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,73931.0,20201.0,22430.0,12454.0,106586.0,0.187,0.888,2.8,3.6,3.5,3.4,3.25
FB0310,21,Female,Student,Tier 1,74593.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,40171.0,18253.0,20593.0,4131.0,62555.0,0.276,0.839,3.8,3.8,4.5,4.4,2.5
FB0311,30,Female,Full-time Employee,Tier 2,120000.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,24165.0,15225.0,11937.0,4104.0,43494.0,0.099,0.362,2.4,3.0,2.5,2.8,1.75
FB0312,25,Male,Full-time Employee,Tier 3,120000.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,50682.0,15204.0,23604.0,3794.0,69680.0,0.197,0.581,4.2,2.0,4.0,3.2,3.5
FB0313,19,Female,Student,Tier 1,120000.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,58712.0,12790.0,25143.0,3412.0,74914.0,0.21,0.624,1.8,2.2,2.25,4.0,2.25
FB0314,26,Male,Full-time Employee,Tier 1,120000.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,53698.0,20753.0,26991.0,7375.0,81826.0,0.225,0.682,3.8,3.0,2.75,2.2,2.25
FB0315,19,Female,Student,Tier 2,120000.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,42505.0,12777.0,28088.0,7308.0,62590.0,0.234,0.522,2.4,2.8,3.0,3.2,1.25
FB0316,19,Female,Full-time Employee,Tier 1,120000.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,62639.0,19979.0,13385.0,7038.0,89656.0,0.112,0.747,3.8,3.8,2.5,2.8,4.25
FB0317,26,Female,Unemployed,Tier 3,69461.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,21822.0,11743.0,12371.0,0.0,33565.0,0.178,0.483,4.2,2.6,2.75,2.6,4.75
FB0318,20,Female,Intern,Tier 3,120000.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,29705.0,21050.0,6141.0,6196.0,56951.0,0.051,0.475,1.0,3.2,3.0,2.4,3.5
FB0319,21,Female,Freelancer,Tier 3,120000.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,45794.0,4417.0,31203.0,0.0,50211.0,0.26,0.418,3.0,1.4,4.0,3.0,2.5
FB0320,26,Male,Student,Tier 2,120000.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,18826.0,7555.0,31523.0,0.0,26381.0,0.263,0.22,3.4,1.8,2.0,4.4,4.5
FB0321,30,Female,Full-time Employee,Tier 1,120000.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,45588.0,16313.0,43217.0,5518.0,67419.0,0.36,0.562,3.8,2.0,3.75,4.6,3.75
